[2018-02-27T11:01:39.513] [INFO] normal - GET /article 响应时间为: 0.132s
[2018-02-27T12:21:53.344] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.356] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:53.380] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.392] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.417] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.427] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.452] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.463] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.488] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.499] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.524] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.534] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.559] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.570] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.594] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.610] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:53.635] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.648] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:21:53.672] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.692] [INFO] normal - GET /tag 响应时间为: 0.009s
[2018-02-27T12:21:53.708] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.719] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.744] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.755] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:53.779] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.790] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:53.813] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.824] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.848] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.860] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:21:53.883] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.894] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.917] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:53.933] [INFO] normal - GET /tag 响应时间为: 0.006s
[2018-02-27T12:21:53.954] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.963] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:53.987] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:53.998] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.022] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.034] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.057] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.069] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.093] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.104] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.128] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.139] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.163] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.175] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.205] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.217] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.241] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.253] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.282] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.298] [INFO] normal - GET /tag 响应时间为: 0.007s
[2018-02-27T12:21:54.318] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.333] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.359] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.370] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.395] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.406] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.430] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.441] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.466] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.477] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.501] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.513] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.540] [INFO] normal - GET /classify 响应时间为: 0.003s
[2018-02-27T12:21:54.554] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.579] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.596] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.621] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.637] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.663] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.678] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.702] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.719] [INFO] normal - GET /tag 响应时间为: 0.004s
[2018-02-27T12:21:54.748] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.764] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:54.794] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:54.815] [INFO] normal - GET /tag 响应时间为: 0.005s
[2018-02-27T12:21:54.844] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.858] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.891] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.908] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.943] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:54.959] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:54.995] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.007] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.047] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:55.059] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.089] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.101] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:55.130] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.142] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.172] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:55.187] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.220] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.232] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:55.262] [INFO] normal - GET /classify 响应时间为: 0.002s
[2018-02-27T12:21:55.273] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.303] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.316] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:55.340] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.352] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:21:55.390] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.420] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:21:55.422] [INFO] normal - GET /classify 响应时间为: 0.004s
[2018-02-27T12:21:55.436] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:55.430] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:21:55.474] [INFO] normal - GET /classify 响应时间为: 0.001s
[2018-02-27T12:21:59.815] [INFO] normal - OPTIONS /classify 响应时间为: 0.001s
[2018-02-27T12:21:59.862] [INFO] normal - POST /classify 响应时间为: 0.04s
[2018-02-27T12:22:20.484] [INFO] normal - OPTIONS /classify 响应时间为: 0.001s
[2018-02-27T12:22:20.485] [INFO] normal - OPTIONS /tag 响应时间为: 0s
[2018-02-27T12:22:20.489] [INFO] normal - OPTIONS /qiniu/token 响应时间为: 0.001s
[2018-02-27T12:22:20.498] [INFO] normal - GET /qiniu/token 响应时间为: 0.001s
[2018-02-27T12:22:20.499] [INFO] normal - GET /classify 响应时间为: 0.004s
[2018-02-27T12:22:20.508] [INFO] normal - GET /tag 响应时间为: 0.012s
[2018-02-27T12:22:20.521] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.532] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:20.545] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.554] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.567] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.579] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.593] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.605] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.626] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.640] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.657] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.672] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.688] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:20.704] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.723] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.742] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.759] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.780] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.798] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.819] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.844] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.867] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:20.891] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.912] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.931] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:20.947] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.969] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:20.989] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.005] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.022] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.041] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.060] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.077] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.094] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.114] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.131] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.154] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.173] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.404] [INFO] normal - GET /tag 响应时间为: 0.215s
[2018-02-27T12:22:21.446] [INFO] normal - GET /tag 响应时间为: 0.007s
[2018-02-27T12:22:21.495] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:21.531] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:21.557] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.572] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.590] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.624] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.641] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.671] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.701] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:21.734] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.749] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.770] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.797] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.812] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.839] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.859] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.877] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.902] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.927] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.945] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.959] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.973] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:21.986] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:21.998] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.010] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.048] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.073] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.097] [INFO] normal - GET /tag 响应时间为: 0.005s
[2018-02-27T12:22:22.115] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.143] [INFO] normal - GET /tag 响应时间为: 0.009s
[2018-02-27T12:22:22.169] [INFO] normal - GET /tag 响应时间为: 0.005s
[2018-02-27T12:22:22.188] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.209] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.235] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.266] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.283] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.309] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.338] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.362] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.386] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.408] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.427] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.444] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.464] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.481] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.500] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.514] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.533] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.550] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.565] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.579] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.596] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.623] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.646] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.673] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.703] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.721] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.733] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.752] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.765] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.785] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.807] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.843] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.860] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.879] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.896] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.911] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:22.926] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.944] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:22.963] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:22.985] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.000] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.014] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.032] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.053] [INFO] normal - GET /tag 响应时间为: 0.006s
[2018-02-27T12:22:23.068] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.087] [INFO] normal - GET /tag 响应时间为: 0.006s
[2018-02-27T12:22:23.106] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.129] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.153] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:23.170] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:23.187] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.209] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.229] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.248] [INFO] normal - GET /tag 响应时间为: 0.001s
[2018-02-27T12:22:23.271] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:23.295] [INFO] normal - GET /tag 响应时间为: 0.012s
[2018-02-27T12:22:23.311] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.332] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.352] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.370] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.387] [INFO] normal - GET /tag 响应时间为: 0.004s
[2018-02-27T12:22:23.407] [INFO] normal - GET /tag 响应时间为: 0.003s
[2018-02-27T12:22:23.432] [INFO] normal - GET /tag 响应时间为: 0.002s
[2018-02-27T12:22:23.453] [INFO] normal - GET /tag 响应时间为: 0.004s
